#http://service.scedc.caltech.edu/station/weblist_vert.php#"WGS-84 reference ellipsoid"
#From SCEDC station database
#
#10/09/2017 13:41:30
#NT STA   CHA LOC STANAME                          LAT      LON         ELEV ONDATE     OFFDATE
CE  00022 HNZ  -- Winterhaven - Sheriff Substati   32.73900 -114.63570    40 1999/12/01 3000/01/01
CE  11684 HNZ  -- Frink                            33.39800 -115.65700     3 1996/12/18 3000/01/01
CE  12025 HNZ  -- Palm Springs - Airport           33.82940 -116.51250   131 1999/10/20 3000/01/01
CE  12076 HNZ  -- Coachella - 6th & Palm           33.67810 -116.17840   -19 2005/01/24 3000/01/01
CE  12092 HNZ  -- Radec - Sage & Cottonwood Scho   33.48180 -116.91140   501 2002/10/24 3000/01/01
CE  12102 HNZ  -- San Jacinto - CDF Fire Station   33.78690 -116.95920   475 2002/10/25 3000/01/01
CE  12108 HNZ  -- Cathedral City - Ramon & Deser   33.81490 -116.46120   109 2002/04/11 3000/01/01
CE  12116 HNZ  -- Idyllwild - Hwy 243 & Pine Cre   33.74710 -116.71520  1635 2002/10/25 3000/01/01
CE  12149 HNZ  -- Desert Hot Springs - Fire Stat   33.96170 -116.51050   326 2016/10/26 3000/01/01
CE  12149 HNZ  -- Desert Hot Springs - Fire Stat   33.96200 -116.50900   326 1995/02/22 2016/10/26
CE  12168 HNZ  -- Puerta La Cruz - USFS Storage    33.32420 -116.68410   908 2005/01/12 3000/01/01
CE  12188 HNZ  -- Sage - Fire Station A            33.60490 -116.93800   772 2002/12/03 2011/04/27
CE  12188 HNZ  -- Sage - Fire Station A            33.60510 -116.93790   772 2011/04/27 3000/01/01
CE  12202 HNZ  -- San Jacinto - Valley Cemetery    33.76020 -116.96140   487 2005/06/15 3000/01/01
CE  12206 HNZ  -- Silent Valley - Poppet Flat      33.85130 -116.85300  1098 2001/10/03 3000/01/01
NP  1225  HNZ  0B CA:SF;VAMC Bld2                  37.78268 -122.50482   106 2004/07/15 3000/01/01
CE  12330 HNZ  -- Palomar Mountain - Palomar Obs   33.35360 -116.86260  1686 2005/09/20 3000/01/01
CE  12331 HNZ  -- Hemet - Stetson Ave Fire Stati   33.72890 -116.97970   480 1997/09/10 3000/01/01
CE  12492 HNZ  -- Borrego Springs - Stirrup & Pa   33.26170 -116.37220   179 2011/05/11 3000/01/01
CE  12502 HNZ  -- Palm Desert - Mesa View & Port   33.69570 -116.38700   166 2012/01/24 3000/01/01
CE  12518 HNZ  -- North Palm Springs - 18th & Pa   33.91110 -116.50110   231 2012/01/25 3000/01/01
CE  12549 HNZ  -- Desert Hot Springs - Karen & P   33.96440 -116.56360   400 2014/06/11 3000/01/01
CE  12673 HNZ  -- San Jacinto - CDF Fire Station   33.78700 -116.95800   475 2002/05/10 2009/04/09
CE  12673 HNZ  -- San Jacinto - CDF Fire Station   33.78730 -116.95920   475 2009/04/09 3000/01/01
CE  12904 HNZ  -- Indio - Monroe & Carreon         33.70570 -116.23660     1 2006/03/15 3000/01/01
CE  12919 HNZ  -- Beaumont - 6th & Maple           33.92990 -116.97260   796 2002/11/21 3000/01/01
CE  12923 HNZ  -- Hemet - Acacia & Stanford        33.74480 -116.93220   517 2002/12/04 3000/01/01
CE  12951 HNZ  -- La Quinta - Bermudas & Durango   33.67120 -116.30130    16 2000/09/07 3000/01/01
CE  12952 HNZ  -- Palm Desert - Country Club & P   33.75770 -116.37420    78 2000/09/07 3000/01/01
CE  12953 HNZ  -- Rancho Mirage - Gerald Ford &    33.78670 -116.41010    93 2000/09/07 3000/01/01
CE  12966 HNZ  -- Indian Wells - Hwy 111 & El Do   33.72330 -116.33830    46 2002/11/20 3000/01/01
CE  13066 HNZ  -- Anaheim - Brookhurst & Crescen   33.84010 -117.95680    40 2004/12/07 3000/01/01
CE  13067 HNZ  -- Orange - Chapman & Esplanade     33.78610 -117.80940    89 2002/10/23 3000/01/01
CE  13068 HNZ  -- Anaheim - Hwy 91 & Weir Cyn Rd   33.86330 -117.74210   162 2002/10/23 3000/01/01
CE  13069 HNZ  -- Santa Ana - Grand & Santa Clar   33.76760 -117.84970    58 2002/10/23 3000/01/01
CE  13070 HNZ  -- San Juan Capistrano - I5 & La    33.48510 -117.66890    18 2003/05/27 3000/01/01
CE  13070 HNZ  10 San Juan Capistrano - I5 & La    33.48510 -117.66890    18 2016/08/01 3000/01/01
CE  13079 HNZ  -- Riverside - Hwy 91 & Van Buren   33.91740 -117.44300   244 2002/10/25 3000/01/01
CE  13080 HNZ  -- Moreno Valley - Sunnymead & Vi   33.96770 -117.25190   535 2005/03/21 3000/01/01
CE  13080 HNZ  -- Moreno Valley - Sunnymead & Vi   33.96900 -117.25200   535 2002/04/11 2005/03/20
CE  13081 HNZ  -- Murrieta - Clinton Keith & Bea   33.56520 -117.26430   423 2005/03/23 3000/01/01
CE  13081 HNZ  -- Murrieta - Clinton Keith & Bea   33.56600 -117.26500   423 2002/10/24 2005/03/22
CE  13093 HNZ  -- Hemet - Cawston & Devonshire     33.75120 -117.01480   461 2002/10/25 3000/01/01
CE  13094 HNZ  -- Murrieta - Hwy 79 & Airport Rd   33.57680 -117.13070   410 2005/03/23 3000/01/01
CE  13095 HNZ  -- Nuevo - 11th & Lakeview          33.81780 -117.13270   445 2005/03/22 3000/01/01
CE  13095 HNZ  -- Nuevo - 11th & Lakeview          33.81800 -117.31200   445 2002/10/25 2005/03/21
CE  13096 HNZ  -- Canyon Lake - Vacation Dr & Sa   33.69890 -117.26640   426 2002/10/24 3000/01/01
CE  13097 HNZ  -- Wildomar - Palomar & Gruwell     33.60430 -117.27870   387 2005/03/24 3000/01/01
CE  13098 HNZ  -- Corona - Hwy 91 & McKinley       33.88420 -117.51410   204 2002/11/14 3000/01/01
CE  13099 HNZ  -- Corona - 6th & Smith             33.87600 -117.59300   219 2002/10/25 2005/03/23
CE  13099 HNZ  -- Corona - 6th & Smith             33.87600 -117.59260   219 2005/03/24 3000/01/01
CE  13100 HNZ  -- Corona - Green River & Canyon    33.87500 -117.63600   198 2002/10/25 2005/03/23
CE  13100 HNZ  -- Corona - Green River & Canyon    33.87560 -117.63550   198 2005/03/24 3000/01/01
CE  13122 HNZ  -- Featherly Park - Maint. Bldg.    33.86880 -117.70940   116 2000/01/06 3000/01/01
CE  13122 HNZ  10 Featherly Park - Maint. Bldg.    33.86880 -117.70940   116 2016/08/02 3000/01/01
CE  13123 HNZ  -- Riverside - Airport              33.95060 -117.44530   233 1997/09/10 3000/01/01
CE  13141 HNZ  -- Encinitas - Village Park & Mtn   33.05360 -117.24540    77 2005/05/17 3000/01/01
CE  13141 HNZ  -- Encinitas - Village Park & Mtn   33.05400 -117.24500    77 2002/11/07 2005/05/16
CE  13142 HNZ  -- San Marcos - Mission & Twin Oa   33.14400 -117.16500   175 2002/11/07 2005/05/31
CE  13142 HNZ  -- San Marcos - Mission & Twin Oa   33.14410 -117.16460   175 2005/05/31 3000/01/01
CE  13160 HNZ  -- Newport Beach - Irvine Ave Fir   33.63360 -117.90310    22 2007/05/21 3000/01/01
CE  13160 HNZ  -- Newport Beach - Irvine Ave Fir   33.63400 -117.90200    22 1997/09/17 2007/05/21
CE  13162 HNZ  -- Chino Hills - Hwy 71 & Eucalyp   33.99010 -117.71780   199 2002/06/03 3000/01/01
CE  13172 HNZ  -- Temecula - 6th & Mercedes        33.49600 -117.14900   310 2002/01/15 2009/08/11
CE  13172 HNZ  -- Temecula - 6th & Mercedes        33.49710 -117.15070   310 2009/08/11 3000/01/01
CE  13174 HNZ  -- Rowland Heights - Colima & Nog   33.98900 -117.89000   141 2002/02/22 2005/11/08
CE  13174 HNZ  -- Rowland Heights - Colima & Nog   33.98930 -117.88970   141 2005/11/08 3000/01/01
CE  13197 HNZ  -- Huntington Beach - Lake St Fir   33.66230 -117.99740    11 1997/09/16 3000/01/01
CE  13215 HNZ  -- Costa Mesa - City Hall Grounds   33.66260 -117.90230    22 2004/03/23 3000/01/01
CE  13220 HNZ  -- Irvine - I5 & Hwy 133            33.67810 -117.75270    68 2004/03/23 3000/01/01
CE  13333 HNZ  -- Oceanside B - Fire Station       33.20100 -117.33100    29 1998/10/20 3000/01/01
CE  13577 HNZ  10 Olinda - Carbon Canyon Rd A      33.92800 -117.80320   227 2016/08/02 3000/01/01
CE  13610 HNZ  -- Newport Beach - Newport Blvd &   33.62300 -117.93100     4 2004/05/26 2006/02/02
CE  13726 HNZ  -- Corona - Calif. Ave.             33.85560 -117.54040   240 1996/02/07 3000/01/01
CE  13849 HNZ  -- Anaheim - Lakeview & Riverdale   33.85340 -117.81800    78 2003/01/08 2014/12/01
CE  13873 HNZ  -- Brea - Central Av Caltrans Yar   33.93310 -117.89630   116 2003/01/07 3000/01/01
CE  13875 HNZ  -- Orange - Hwy 22/Hwy 55 Grounds   33.77740 -117.83350    66 2002/01/08 3000/01/01
CE  13876 HNZ  -- Newport Beach - Balboa & Medin   33.60400 -117.90500     2 2003/01/09 2009/01/08
CE  13876 HNZ  -- Newport Beach - Balboa & Medin   33.60430 -117.90590     2 2009/01/08 3000/01/01
CE  13877 HNZ  -- Newport Beach - Balboa Island    33.60540 -117.88960     1 2003/01/29 3000/01/01
CE  13878 HNZ  -- Fullerton - CSU Fullerton Grou   33.88910 -117.88700    79 2003/01/07 3000/01/01
CE  13879 HNZ  -- Fullerton - Valencia & Brookhu   33.86630 -117.95910    34 2003/01/30 3000/01/01
CE  13880 HNZ  -- Fullerton - Hermosa & Harbor     33.90860 -117.93110    98 2003/01/28 3000/01/01
CE  13881 HNZ  -- La Habra - La Habra & Monte Vi   33.93150 -117.95570    86 1999/09/14 3000/01/01
CE  13882 HNZ  -- Olinda - Carbon Canyon Rd        33.92740 -117.80340   226 2003/01/07 2014/11/05
CE  13883 HNZ  -- Anaheim - Kraemer & La Palma     33.85300 -117.85700    67 2003/01/07 2009/10/27
CE  13883 HNZ  -- Anaheim - Kraemer & La Palma     33.85340 -117.85780    67 2009/10/27 3000/01/01
CE  13884 HNZ  -- Garden Grove - Hwy 22 & Harbor   33.76670 -117.91780    28 2003/01/29 3000/01/01
CE  13885 HNZ  -- Garden Grove - Brookhurst & We   33.75710 -117.95580    19 2003/01/29 3000/01/01
CE  13886 HNZ  -- Garden Grove - Chapman & Gilbe   33.79110 -117.96800    25 2003/01/29 3000/01/01
CE  13887 HNZ  -- Huntington Beach - Adams & Bus   33.67650 -117.96290     3 2003/01/10 3000/01/01
CE  13888 HNZ  -- Orange - Shaffer & Taft          33.81950 -117.84950    61 2003/01/08 3000/01/01
CE  13889 HNZ  -- Santa Ana - I5 & 4th St          33.74780 -117.84390    41 2003/01/08 3000/01/01
CE  13890 HNZ  -- Santa Ana - 1st & Franklin       33.74200 -117.89380    23 2003/01/09 3000/01/01
CE  13891 HNZ  -- Santa Ana - Warner & Greenvill   33.71570 -117.90370    13 2003/01/09 3000/01/01
CE  13892 HNZ  -- Santa Ana - Macarthur & Bristo   33.69970 -117.88010    10 2000/02/29 3000/01/01
CE  13893 HNZ  -- Orange - I5 & Chapman            33.78460 -117.89020    39 2005/01/07 3000/01/01
CE  13894 HNZ  -- Garden Grove - Chapman & West    33.78900 -117.92150    37 2003/01/29 3000/01/01
CE  13913 HNZ  -- Riverside - Hole & La Sierra     33.91880 -117.48770   217 2002/12/02 3000/01/01
CE  13914 HNZ  -- Riverside - Hwy 91 & Central     33.95100 -117.38830   256 2000/03/01 3000/01/01
CE  13915 HNZ  -- Riverside - I215 & 3rd           33.97920 -117.34390   298 2002/12/05 3000/01/01
CE  13916 HNZ  -- Riverside - Van Buren & Trautw   33.89450 -117.32190   538 2002/12/04 3000/01/01
CE  13918 HNZ  -- Norco - 1st & Hamner             33.90350 -117.56130   191 2002/11/13 3000/01/01
CE  13921 HNZ  -- Riverside - Limonite & Downey    33.97530 -117.48650   213 2002/12/02 3000/01/01
CE  13921 HNZ  10 Riverside - Limonite & Downey    33.97530 -117.48650   213 2016/08/03 3000/01/01
CE  13922 HNZ  -- Lake Elsinore - Graham & Poe     33.66890 -117.33200   389 2004/05/10 2006/08/31
CE  13922 HNZ  -- Lake Elsinore - Graham & Poe     33.66910 -117.33230   389 2006/08/31 3000/01/01
CE  13924 HNZ  -- Homeland - Hwy 74 & Sultanas     33.74750 -117.12740   485 2002/12/03 3000/01/01
CE  13925 HNZ  -- Moreno Valley - Indian & Kenne   33.90190 -117.23550   468 2009/10/22 3000/01/01
CE  13925 HNZ  -- Moreno Valley - Indian & Kenne   33.90200 -117.23400   468 2002/12/04 2009/10/22
CE  13927 HNZ  -- Moreno Valley - Alessandro & M   33.92120 -117.17310   493 2002/12/04 3000/01/01
CE  13928 HNZ  -- Perris - San Jacinto & C St.     33.78670 -117.23050   447 2000/09/06 3000/01/01
CE  13929 HNZ  -- Menifee Valley - Murrieta & Sc   33.64910 -117.20530   480 2002/12/03 3000/01/01
CE  13930 HNZ  -- Sun City - I215 & McCall Blvd    33.71550 -117.19150   435 2005/09/22 2015/12/15
CE  13930 HNZ  -- Sun City - I215 & McCall Blvd    33.71600 -117.19000   435 2002/12/03 2005/09/21
CE  14001 HNZ  -- Long Beach - Santa Fe & Willow   33.80200 -118.21500     5 2003/03/05 2006/10/19
CE  14001 HNZ  -- Long Beach - Santa Fe & Willow   33.80220 -118.21480     5 2006/10/19 3000/01/01
CE  14002 HNZ  -- Long Beach - 15th & Gundry       33.78470 -118.17340     8 2003/03/06 3000/01/01
CE  14003 HNZ  -- San Pedro - 16th & Grand         33.72950 -118.29050    25 2003/03/19 3000/01/01
CE  14004 HNZ  -- Los Angeles - Terminal Island    33.74720 -118.26030     1 2004/05/26 3000/01/01
CE  14005 HNZ  -- Long Beach - 2nd & Claremont     33.75880 -118.13090     3 2003/03/06 3000/01/01
CE  14006 HNZ  -- Huntington Beach - Edinger & G   33.72690 -118.00080     6 2004/03/26 3000/01/01
CE  14007 HNZ  -- Huntington Beach - Springdale    33.72300 -118.02570     3 2006/06/06 3000/01/01
CE  14017 HNZ  -- Los Angeles - Slauson & Wester   33.98960 -118.31210    41 2002/05/09 3000/01/01
CE  14026 HNZ  -- Santa Fe Springs - Carmenita &   33.88920 -118.04690    18 2003/02/19 3000/01/01
CE  14027 HNZ  -- Santa Fe Springs - Lakeland &    33.92830 -118.05760    46 2003/01/28 3000/01/01
CE  14028 HNZ  -- Santa Fe Springs - Dice & Slau   33.96220 -118.06550    48 2003/01/28 3000/01/01
CE  14035 HNZ  -- Culver City - Sepulveda & Sawt   33.99270 -118.39630     2 2003/04/17 2014/02/24
CE  14036 HNZ  -- Redondo Beach - Grant & Mackay   33.86880 -118.36830    23 2002/05/29 3000/01/01
CE  14037 HNZ  -- Torrance - Pac. Coast Hwy & Ro   33.79670 -118.33800    36 2003/03/20 3000/01/01
CE  14038 HNZ  -- Torrance - Pac. Coast Hwy & Ca   33.81320 -118.37020    27 2003/03/20 3000/01/01
CE  14041 HNZ  -- Montebello - Date & Greenwood    33.99100 -118.12120    55 2003/02/19 3000/01/01
CE  14043 HNZ  -- Inglewood - 108th & Crenshaw     33.93850 -118.32690    31 2003/04/16 3000/01/01
CE  14044 HNZ  -- Inglewood - Centinela & La Bre   33.97630 -118.35340    53 2003/04/17 3000/01/01
CE  14050 HNZ  -- Torrance - Carson & Hawthorne    33.83370 -118.35590    22 2003/03/20 3000/01/01
CE  14058 HNZ  -- Compton - Long Beach & Palmer    33.89800 -118.20880    21 2003/03/18 3000/01/01
CE  14059 HNZ  -- Compton - Hwy 91 & Wilmington    33.87580 -118.23970    32 2003/03/18 3000/01/01
CE  14060 HNZ  -- Vernon - I710 & Bandini          33.99900 -118.17820    46 2003/02/20 3000/01/01
CE  14125 HNZ  -- Long Beach - Municipal Airport   33.81790 -118.15810    16 2001/12/13 3000/01/01
CE  14159 HNZ  -- San Pedro - Palos Verdes Fire    33.72200 -118.31030   122 2002/05/28 3000/01/01
CE  14175 HNZ  -- Lynwood - Imperial Hwy & Long    33.93070 -118.21430    23 2005/02/07 3000/01/01
CE  14175 HNZ  -- Lynwood - Imperial Hwy & Long    33.93100 -118.21400    23 2002/02/20 2005/02/07
CE  14176 HNZ  -- Southgate - Atlantic & Souther   33.94800 -118.18370    25 2002/02/19 3000/01/01
CE  14221 HNZ  -- Manhattan Beach - Civic Center   33.88830 -118.40980    33 2004/03/05 3000/01/01
CE  14241 HNZ  -- Long Beach - Recreation Park     33.77720 -118.13340     5 2001/11/01 3000/01/01
CE  14242 HNZ  -- Long Beach - Rancho Los Cerrit   33.84000 -118.19520    15 2001/11/05 3000/01/01
CE  14368 HNZ  -- Downey - County Maint. Bldg.     33.92390 -118.16790    23 1997/09/09 3000/01/01
CE  14400 HNZ  -- Hawaiian Gardens - 212th & Nor   33.83700 -118.07240    16 2001/12/12 3000/01/01
CE  14403 HNZ  -- Los Angeles - 116th St. School   33.92900 -118.26110    26 2008/12/12 3000/01/01
CE  14403 HNZ  -- Los Angeles - 116th St. School   33.92900 -118.26000    26 1997/07/30 2008/12/12
CE  14404 HNZ  -- Rancho Palos Verdes - Hawthorn   33.74550 -118.39690   122 1997/09/16 3000/01/01
CE  14405 HNZ  -- Rolling Hills Estates - R. Vis   33.78720 -118.35690   134 2002/03/07 3000/01/01
CE  14532 HNZ  -- San Pedro - W 7th & S Butte      33.73800 -118.30630    82 2012/09/25 3000/01/01
CE  14537 HNZ  -- Inglewood - Hollywood Park       33.95170 -118.33620    40 2007/03/12 2014/03/11
CE  14560 HNZ  -- Long Beach - City Hall Grounds   33.76860 -118.19650     8 1998/08/13 3000/01/01
CE  14767 HNZ  -- Los Angeles - Manchester & Osa   33.96280 -118.38040    27 2004/03/05 3000/01/01
CE  14787 HNZ  -- Los Angeles - MLK Hospital Gro   33.92440 -118.23940    27 2004/03/05 3000/01/01
NP  1479  HNZ  -- CA:Paicines;BVA#10 Hain Hmstd    36.53127 -121.14439   384 2009/11/24 3000/01/01
CE  14820 HNZ  -- Los Angeles - 54th & Crenshaw    33.99340 -118.34250    85 2003/04/17 3000/01/01
CE  14821 HNZ  -- Los Angeles - Vermont & 78th     33.96860 -118.29120    44 1999/12/03 3000/01/01
CE  14822 HNZ  -- Los Angeles - Century & Aviati   33.94500 -118.38110    29 2011/03/24 3000/01/01
CE  14822 HNZ  -- Los Angeles - Century & Aviati   33.94500 -118.38000    29 2003/04/10 2011/03/24
CE  14823 HNZ  -- Los Angeles - 103rd & Compton    33.94400 -118.24600    33 1999/12/03 2008/03/27
CE  14824 HNZ  -- Los Angeles - Vermont & 182nd    33.86770 -118.29030     7 2003/03/20 3000/01/01
CE  14825 HNZ  -- Huntington Park - Saturn & Hoo   33.97620 -118.20860    45 2002/10/23 3000/01/01
CE  14826 HNZ  -- Los Angeles - 52nd & Central     33.99640 -118.25440    55 1999/12/03 3000/01/01
CE  14827 HNZ  -- Downey - Imperial & Bellflower   33.92000 -118.12730    29 2003/03/04 3000/01/01
CE  14828 HNZ  -- Downey - Florence & I605         33.93900 -118.09890    37 2002/01/16 3000/01/01
CE  14829 HNZ  -- Bellflower - Flora Vista & Woo   33.88290 -118.11790    21 2009/03/11 3000/01/01
CE  14829 HNZ  -- Bellflower - Flora Vista & Woo   33.88300 -118.11700    21 1999/11/03 2009/03/11
CE  14830 HNZ  -- Lakewood - Del Amo & Palo Verd   33.84650 -118.10690    14 2000/09/29 3000/01/01
CE  14831 HNZ  -- Lomita - Narbonne & Pacific Co   33.79180 -118.32030    32 2005/09/01 3000/01/01
CE  14831 HNZ  10 Lomita - Narbonne & Pacific Co   33.79180 -118.32030    32 2016/07/27 3000/01/01
CE  14831 HNZ  -- Lomita - Narbonne & Pacific Co   33.79200 -118.31900    32 2002/02/21 2005/08/31
CE  14834 HNZ  -- Hawthorne - Crenshaw & El Segu   33.92190 -118.32680    17 1999/11/05 3000/01/01
CE  14834 HNZ  10 Hawthorne - Crenshaw & El Segu   33.92190 -118.32680    17 2015/08/13 3000/01/01
CE  14835 HNZ  -- Wilmington - Avalon & Anaheim    33.78090 -118.26180     7 2005/01/04 3000/01/01
CE  14840 HNZ  -- Whittier - Scott & Whittier      33.94630 -118.00110    77 1999/11/03 3000/01/01
CE  14844 HNZ  -- Bell Gardens - Garfield & Flor   33.96890 -118.14920    37 2003/01/07 3000/01/01
CE  14845 HNZ  -- Harbor City - Normandie & Pac.   33.78990 -118.29690    14 2003/06/26 3000/01/01
CE  14846 HNZ  -- Carson - Main & Sepulveda        33.81080 -118.27690    12 2000/11/16 3000/01/01
CE  14847 HNZ  -- Long Beach - Santa Fe Ave & I4   33.82680 -118.21670     8 2001/01/30 3000/01/01
CE  14868 HNZ  -- Long Beach - Willow & Cherry     33.80600 -118.16420    34 2003/03/05 3000/01/01
CE  14869 HNZ  -- Long Beach - Los Coyotes & Pal   33.81820 -118.10820     4 2003/03/05 3000/01/01
CE  14870 HNZ  -- Long Beach - Los Coyotes & Ste   33.79830 -118.13670     6 1999/11/02 3000/01/01
CE  14871 HNZ  -- Long Beach - Ocean Blvd & Cher   33.76310 -118.16820     2 2002/03/06 3000/01/01
CE  14872 HNZ  -- Long Beach - Artesia & Orange    33.87300 -118.17550    16 2003/03/06 3000/01/01
CE  14901 HL1  -- MMS OBS Eureka, Newport Beach    33.56200 -118.11700     0 2004/10/12 2008/07/16
CE  14934 HNZ  -- Los Angeles - Normandie & 108t   33.93860 -118.30050    66 2003/04/10 3000/01/01
CE  14935 HNZ  -- Carson - Victoria & Avalon       33.86750 -118.26180    23 2002/05/29 3000/01/01
CE  14936 HNZ  -- Lakewood - Carson & Paramount    33.83370 -118.16080    22 2003/03/06 3000/01/01
CE  14937 HNZ  -- La Mirada - Civic Center         33.90510 -118.01130    49 2003/01/28 3000/01/01
CE  14985 HNZ  -- Los Angeles - Venice Blvd & Sh   33.99140 -118.45940     3 2002/05/09 3000/01/01
CE  14988 HNZ  -- Gardena - 135th & Van Ness       33.90900 -118.31480    14 2002/05/29 3000/01/01
NP  1571  HNZ  CB CA:San Jose;101/280/680 xchng    37.33927 -121.85201    31 1977/06/05 2014/08/29
NP  1571  HNZ  D3 CA:San Jose;101/280/680 xchng    37.34130 -121.85140   -61 1999/06/24 2014/08/29
